timestamp,FROTO.E_price_change,TOASO.E_price_change,interval
2022-01-03_09:03:47.516092,0.3236245954692629,-0.06238303181533844,0.982794
2022-01-06_07:01:30.004812,0.35019455252918164,0.0,0.0
2022-01-14_07:00:00.185195,0.4368401892974161,-0.4239854633555362,0.081416
2022-01-14_07:05:51.761850,0.5116959064327409,0.0,0.107792
2022-01-18_14:25:58.452285,0.31483667847305163,0.0,0.0
2022-01-21_07:00:01.192859,0.3061615001913598,1.3627514600908608,0.880626
2022-01-21_14:16:38.623259,0.38654812524159254,0.0,0.00749
2022-01-24_11:13:56.014348,0.6155108740254489,0.0,0.0
2022-01-25_09:36:12.461597,0.49648324369051533,0.0,0.0
2022-01-25_09:36:17.343321,0.577081615828523,0.0,0.323628
2022-01-26_07:02:04.901248,0.6947282386595921,0.06459948320414188,0.692132
2022-01-26_11:48:00.125313,0.31910650179496347,0.0,0.0
2022-02-11_13:52:45.036806,0.32206119162641045,0.0,0.655044
2022-02-16_07:00:00.152945,0.3446955189582601,0.11641443538998875,0.643671
2022-02-23_07:00:00.223781,0.4838109415705283,0.30066145520144527,0.699983
2022-02-24_07:30:01.116861,0.5446166736489344,0.40650406504065817,0.018525
2022-02-24_07:38:48.715872,0.32867707477404196,0.0,0.000372
2022-02-24_10:11:58.485070,0.7903494176372705,0.0,0.001061
2022-02-25_07:00:00.210340,0.8130081300812941,0.19685039370078705,0.489421
2022-02-25_07:00:53.854111,0.6860371267150889,0.0,0.708659
2022-02-25_09:45:10.982428,0.39169604386994905,-0.06439150032195862,0.616924
2022-02-28_07:00:01.134256,0.3500583430571691,-0.38585209003214604,0.508601
2022-02-28_07:00:02.247318,0.35019455252918164,0.6418485237484006,0.95277
2022-03-02_12:00:27.135203,0.3095975232198178,0.0,0.0
2022-03-02_12:04:30.907148,0.30923850019326515,0.0,0.002662
2022-03-04_07:00:01.530531,0.5430566330488773,0.0,0.289376
2022-03-07_07:00:02.579740,0.40209087253719744,0.402684563758382,0.756627
2022-03-08_07:00:01.335220,0.45342126957954587,-0.4172461752433909,0.046567
2022-03-10_14:54:43.195043,0.38054968287526414,0.0,0.0
2022-03-14_08:00:00.380122,0.42275172943888606,0.0,0.0
2022-03-14_08:35:05.136955,0.3034901365705611,0.0,0.109053
2022-03-15_07:03:46.555458,0.5169867060561328,-0.06337135614702394,0.024039
2022-03-15_09:22:00.614520,0.3937007874015741,0.0,0.000559
2022-03-17_07:39:00.915239,0.47217537942665366,0.06238303181533844,0.084956
2022-03-22_07:07:11.451977,0.36826247070640417,-0.06618133686300265,0.535145
2022-03-23_07:00:56.951263,0.46801872074881956,0.0,0.00029
2022-03-23_07:01:04.929455,0.4048582995951344,-0.12961762799741372,0.034521
2022-04-25_07:00:02.493864,0.3693754197447996,-0.43343653250773606,0.006765
2022-04-25_07:00:10.707814,0.536732640053672,0.18518518518517713,0.651778
2022-04-28_07:00:01.425533,0.42875989445909646,-0.3138731952291307,0.031967
2022-04-28_07:00:01.988159,0.3627968337730936,0.37664783427495685,0.52488
2022-05-05_07:00:02.328984,0.33057851239668423,-0.6250000000000089,0.194618
2022-05-10_14:50:37.146720,0.40567951318457585,0.0,0.001254
2022-05-11_14:59:57.084738,0.339558573853993,0.0,0.0
2022-05-27_07:12:12.449903,0.31195840554592014,0.0,0.000748
2022-05-30_07:44:29.379594,0.340136054421758,0.06570302233903647,0.24203
2022-06-08_14:34:29.180974,0.4300363876943436,-0.07473841554559435,0.203043
2022-06-14_07:01:01.507915,0.3454231433505983,0.07621951219511924,0.956691
2022-06-15_07:19:19.052321,0.3103448275862064,0.0,0.0
2022-06-17_07:01:55.934745,0.34843205574912606,0.0,0.256662
2022-06-27_07:00:19.382435,0.3092783505154628,0.0,0.190059
2022-06-27_07:13:55.768755,0.3415300546448119,0.0,0.018607
2022-06-29_14:59:56.122080,0.3669724770642091,0.0,0.0
2022-06-30_07:00:00.409528,0.33395176252319914,0.49423393739702615,0.582523
2022-07-05_07:09:13.076297,0.3044140030441511,0.0,0.0
2022-07-13_12:30:35.889835,0.525722868944789,0.08071025020177647,0.225182
2022-07-20_08:03:30.519377,0.4602991944764101,0.0,0.047184
2022-07-26_08:43:45.747765,0.39440659734673034,0.0,0.0
2022-08-18_08:07:23.961488,0.32845625559869696,0.0,0.002449
2022-08-19_10:09:29.739577,0.5570214013485675,0.0,0.0
2022-08-19_10:13:31.747736,0.4686584651435233,0.0,0.001002
2022-08-22_07:00:03.684712,0.300210147102975,-0.4719764011799521,0.182451
2022-08-22_07:00:03.685453,0.3000300030002956,-0.4719764011799521,0.18171
2022-08-22_07:00:06.916622,0.36079374624173877,-0.23598820058996495,0.169462
2022-08-22_07:02:49.569373,0.30211480362538623,0.05924170616113944,0.741588
2022-08-29_07:00:08.252610,0.4448398576512469,-0.22962112514350874,0.213867
2022-09-14_07:00:03.641398,0.43962485345838687,-0.11111111111110628,0.017177
2022-09-19_09:07:30.562838,0.48391688015940737,0.0,0.705171
2022-09-19_09:37:31.074475,0.4274722143060794,0.0,0.0
2022-10-04_07:37:13.664570,0.43177892918826455,0.0,0.000749
2022-10-24_08:25:50.911206,0.3478726251003428,-0.09615384615384581,0.204342
2022-11-15_07:00:17.402449,0.30135610246107003,0.2572898799313883,0.691087
2022-11-25_08:43:23.457968,0.31652724395205833,0.0,0.0
2022-12-23_11:24:57.655932,0.3361344537815114,0.0,0.000971
2022-12-29_07:01:53.532789,0.40257648953301306,0.0,0.000866
2023-01-04_14:50:02.004883,0.3702981874878164,0.0,0.917325
2023-01-05_07:54:24.550639,0.46530447096904126,0.2466091245376001,0.340913
2023-01-05_14:01:40.673290,0.3047541649735974,-0.18703241895261513,0.291373
2023-01-05_14:04:31.771792,0.4679552390640884,-0.1879699248120259,0.02758
2023-01-06_14:55:19.333434,0.31783869686135,0.24360535931791105,0.706796
2023-01-09_07:00:00.308772,0.36057692307691624,-0.060350030175015945,0.439407
2023-01-09_07:00:02.245475,0.3009630818619602,0.12062726176116367,0.318635
2023-01-09_07:00:09.067329,0.4210948466011555,0.0,0.727789
2023-01-09_07:00:09.924052,0.583618434292621,-0.12048192771083599,0.039475
2023-01-09_07:00:13.590903,0.5417335473515195,-0.12048192771083599,0.190116
2023-01-10_12:07:58.250588,0.436408977556102,0.25756600128783447,0.639913
2023-01-12_14:25:40.057780,0.3811944091486552,0.06779661016949046,0.245828
2023-01-31_14:45:56.242199,0.3474232773595931,-0.06261740763933155,0.000657
2023-02-06_07:00:25.463559,0.30781069642169534,0.0,0.0
2023-02-06_07:00:32.221393,0.3260452627541266,0.0,0.0
2023-02-06_07:00:43.292790,0.3838034926117784,0.0,0.0
2023-02-06_07:01:55.297129,0.3418154196733747,0.0,0.0
2023-02-06_08:14:06.317508,0.4901960784313708,0.0,0.0
2023-02-06_08:49:04.295931,0.30143180105501877,0.0,0.0
2023-02-06_10:23:47.874815,0.3618358407922351,0.0,0.0
2023-02-06_14:01:47.314044,0.8909548711989235,0.0,0.0
2023-02-06_14:07:15.175063,0.48309178743961567,0.0,0.0
2023-02-07_07:00:02.369822,0.5838041431261765,-0.2621231979030192,0.147936
2023-02-07_07:00:07.815511,0.9243538954914143,0.0,0.061974
2023-02-07_07:13:10.028297,0.7665772326561848,0.0,0.21771
2023-02-07_07:14:37.969278,0.4583651642475095,0.0,0.0
2023-02-07_07:16:46.162143,0.3076923076922977,0.0,0.0
2023-02-07_07:17:22.440597,0.36651234567901536,0.0,0.0
2023-02-07_07:19:33.493665,0.3279953694771409,-0.06618133686300265,0.246724
2023-02-07_07:19:38.021122,0.30864197530864335,0.0,0.0
2023-02-07_07:20:49.031267,0.3862495171881086,0.0,0.397274
2023-02-07_07:29:39.768078,0.307160683432528,-0.3313452617627499,0.359284
2023-02-07_07:36:47.117135,0.558121632024644,0.0,0.0
2023-02-07_09:46:34.136585,0.31783869686135,-0.13764624913970014,0.13755
2023-02-07_11:31:26.508095,0.5258899676375384,0.0,0.299545
2023-02-07_12:27:22.592564,0.30030030030030463,0.0,0.998833
2023-02-07_12:39:48.656889,0.3161430547322652,0.0,0.0
2023-02-07_12:42:50.357177,0.35559067562227487,0.0,0.087574
2023-02-07_13:12:22.078903,0.4486054222742286,0.0,0.0
2023-02-08_07:00:01.805346,0.6365503080082213,-0.9386281588447565,0.188479
2023-02-08_07:00:12.936761,1.0309278350515427,0.0,0.058586
2023-02-08_07:06:29.894706,0.32017075773747017,0.0,0.0
2023-02-08_07:06:30.345311,0.40580948312687326,0.0,0.0
2023-02-08_07:06:33.512056,0.36293766011956663,0.0,0.0
2023-02-15_07:00:00.544959,0.3370786516853963,0.4801097393690057,0.618126
2023-02-15_07:00:01.237977,0.3558718861210064,0.4784688995215225,0.627296
2023-02-15_07:00:01.571168,0.8094879518072196,0.6151742993848242,0.673875
2023-02-15_07:00:02.426985,0.35580524344569486,0.20408163265306367,0.359522
2023-02-15_07:00:02.687602,1.132075471698113,0.2721088435374108,0.950712
2023-02-15_07:00:03.129738,0.3745318352059934,0.6802721088435382,0.738325
2023-02-15_07:00:05.041975,0.7547169811320753,-0.7482993197278853,0.016249
2023-02-15_07:17:05.030826,1.0980689132904287,0.0,0.0
2023-02-15_07:17:05.032520,0.31835205992509774,0.0,0.0
2023-02-15_07:17:05.034541,1.2466943709860123,0.0,0.0
2023-02-15_07:17:05.223259,0.5501802314551218,0.0,0.0
2023-02-15_07:17:05.281597,0.5501802314551218,0.0,0.0
2023-02-15_07:17:36.135013,0.5639097744360999,0.0,0.0
2023-02-15_07:17:56.319736,0.47072114479382865,0.0,0.0
2023-02-15_07:18:08.964272,0.35910035910036164,0.0,0.486712
2023-02-15_07:18:22.339639,0.3597803446316883,0.1322751322751392,0.193755
2023-02-15_07:18:22.830284,0.43552357508047645,0.0,0.483069
2023-02-15_07:18:25.297867,0.4733055660734564,0.0,0.679018
2023-02-15_07:18:54.669463,0.34039334341906535,0.0661375661375585,0.385384
2023-02-15_07:26:41.632698,0.31888951416245703,0.0,0.46122
2023-02-15_07:30:23.931002,0.37636432066239234,0.0,0.0
2023-02-16_07:00:06.128643,0.47863247863246805,-1.1063306699446773,0.03724
2023-02-16_07:00:08.087302,0.34071550255536653,-1.41364474492931,0.142929
2023-02-16_07:00:08.621409,0.3749147920927065,0.6760909649661917,0.196043
2023-02-16_07:00:08.700079,0.34071550255536653,0.6760909649661917,0.117373
2023-02-16_07:00:11.519043,0.34135518006486176,0.6752608962553808,0.267533
2023-02-16_07:00:16.929111,0.5119453924914641,0.0,0.479022
2023-02-16_07:00:42.885634,0.4774897680764001,0.1827040194884333,0.047362
2023-02-16_07:00:48.814622,0.5460750853242269,-0.42761148442271857,0.56116
2023-02-16_07:00:49.385606,0.37478705281090985,0.42761148442271857,0.446112
2023-02-16_07:01:07.126796,0.5129081894340803,-0.18248175182482562,0.039312
2023-02-16_07:01:08.926263,0.5982905982905962,-0.12165450121655041,0.161518
2023-02-16_07:01:16.803733,0.5122950819672178,-0.42553191489360653,0.075902
2023-02-16_07:07:43.248301,0.3478260869565153,-0.25094102885820924,0.141098
2023-02-16_07:25:09.631440,0.43478260869564966,0.0,0.0
2023-02-16_07:56:46.438465,0.3502626970227629,0.31766200762388674,0.863481
2023-02-16_08:18:24.499384,0.42024483829710135,0.0,0.0
2023-02-16_08:41:24.512841,0.49064146829003175,0.13131976362441566,0.985339
2023-02-16_08:41:36.390766,0.5989110707804057,0.06544502617800152,0.147356
2023-02-16_08:42:22.186709,0.3230437903804839,0.0,0.0
2023-02-16_08:42:38.355574,0.34105187578532536,0.13071895424836555,0.082661
2023-02-16_11:06:33.427448,0.3972553268327905,-0.19788918205805306,0.319297
2023-02-17_07:00:14.658266,0.44020542920029104,0.0,0.0
2023-02-17_07:01:21.198980,0.35055350553505615,0.0,0.16878
2023-02-17_07:02:27.989066,0.6039531478770233,-0.06389776357826893,0.307001
2023-02-17_07:09:43.186102,0.3213138164941176,-0.1879699248120259,0.000339
2023-02-17_07:47:50.671831,0.34105187578532536,-0.18495684340320562,0.000374
2023-03-01_12:43:08.731403,0.4685059864653729,0.0,0.000797
2023-03-01_14:48:13.313839,0.3428767358134799,0.0,0.567372
2023-03-02_12:51:36.450408,0.3372681281618828,0.0,0.0
2023-03-03_10:27:46.160760,0.37684138403561995,-0.10020040080160886,0.23798
2023-03-03_11:02:45.842926,0.32296447390787186,0.0,0.000955
2023-03-03_12:25:09.073188,0.313043478260866,0.05138746145940676,0.919084
2023-03-06_07:21:22.178971,0.3359086328518668,0.10101010101009056,0.904747
2023-03-06_10:28:25.248016,0.30759268253197636,0.0,0.654362
2023-03-08_07:32:56.310794,0.4048582995951344,0.0,0.739431
2023-03-13_07:00:00.234318,0.34848987719879876,0.15527950310558758,0.356726
2023-03-13_07:00:03.328974,0.33200531208499307,-0.20703933747412417,0.241068
2023-03-13_07:00:03.361246,0.5150357202193145,-0.20703933747412417,0.208796
2023-03-13_07:00:05.358385,0.3316749585406287,0.15519917227109215,0.853812
2023-03-13_07:00:05.805306,0.5986032590621804,0.15519917227109215,0.406891
2023-03-13_07:00:08.805475,0.4966887417218624,0.20703933747412417,0.157917
2023-03-13_07:00:08.806344,0.5133300215267367,0.20703933747412417,0.157048
2023-03-13_07:00:08.806752,0.46342270771266847,0.20703933747412417,0.15664
2023-03-13_07:00:09.358757,0.46342270771266847,0.0,0.0
2023-03-13_07:00:09.359601,0.44679794803905715,0.0,0.0
2023-03-13_07:00:09.362389,0.5632869449966771,0.0,0.0
2023-03-20_07:53:33.466483,0.4460303300624524,0.0,0.674468
2023-03-20_07:54:36.635864,0.33819864720541215,0.0,0.550588
2023-03-20_14:58:34.212709,0.3057553956834491,-0.0547045951859948,0.165992
2023-03-21_07:00:44.660246,0.3228120516499233,-0.1680672268907557,0.022306
2023-03-30_14:58:38.502162,0.33388981636059967,0.0,0.0
2023-03-31_07:00:03.623063,0.35377358490567,-0.5302226935312904,0.184524
2023-03-31_14:57:27.731471,0.30659172202349705,0.0,0.0
2023-04-03_13:35:11.900709,0.361197110423106,-0.16465422612512715,0.331769
2023-04-03_13:51:09.276087,0.4609868533378858,0.0,0.0
2023-04-04_14:02:01.925414,0.33057851239668423,-0.05128205128204222,0.075056
2023-04-27_13:36:13.523667,0.3349788434414691,0.0,0.0
2023-04-28_07:10:09.258507,0.3053160919540332,0.09995002498750516,0.52819
2023-05-02_07:14:45.445348,0.31746031746031633,-0.05282620179609676,0.000487
2023-05-11_08:55:18.156115,0.36710719530101965,0.0,0.364366
2023-05-11_11:17:54.343002,0.3080826386371971,0.0,0.0
2023-05-11_11:27:23.690197,0.802854594112401,0.05213764337852478,0.711766
2023-05-11_11:49:49.271884,0.8950948800572789,0.0,0.000881
2023-05-11_12:39:07.017829,0.4072959093323947,0.0,0.001029
2023-05-12_07:05:54.114952,0.8032814903435215,0.0,0.000574
2023-05-12_07:10:59.620409,0.3329828250963951,0.05104645227156368,0.136446
2023-05-15_07:30:01.568099,0.3054600992745238,0.7909604519773961,0.809514
2023-05-16_07:00:04.553038,0.34608729090559454,-0.33821871476888976,0.189826
2023-05-18_11:42:42.421827,0.327749453750914,-0.05037783375314575,0.001149
2023-05-18_14:16:33.717806,0.3670398238208916,0.0,0.000654
2023-05-22_14:27:00.630708,0.41159962581851506,-0.10565240359217132,0.076652
2023-05-22_14:37:00.514257,0.6037735849056647,0.10706638115631772,0.584392
2023-05-22_14:39:01.283628,0.6407840180927327,0.0,0.091537
2023-05-22_14:42:02.370707,0.4491858506457058,-0.052994170641218474,0.224939
2023-05-25_14:28:14.395728,0.3083445750626357,0.0,0.000692
2023-05-26_08:38:30.120230,0.3286294219988495,0.0,0.016206
2023-05-30_07:56:45.496468,0.36275695284160303,0.09876543209876854,0.21489
